Rewiews,reviewdate,mainrating,URL
"We are not from Tacoma and were visiting the collectibles toy store just a few doors down. It was lunchtime so we gave The Harvester a try. The restaurant looks like a regular neighborhood diner, so we didn't have grand expectations. We sat in a large booth by the open windows on a beautiful sunny day. The huge open windows are a nice touch. Service was friendly, very accommodating, and very good. But the arrival of the food was the pleasant surprise! The portions were gigantic!!! I had the Monte Cristo sandwich. It was probably 4 inches high, piled with ham and turkey. Equally generous was my daughter's Cobb salad and son's Club sandwich. The salads that came with the meals were fresh, crispy and equally large. The fries were nice and crispy. We had so much food, we took lots home which made for a quick dinner. I'm glad we tried this restaurant and we'll be back soon -- next time maybe for a late breakfast.",01-Jun-15,40,https://www.tripadvisor.com/ShowUserReviews-g58775-d4966797-r277100678-Harvester_Restaurant-Tacoma_Washington.html
"We had the chicken Rama and the chicken fried rice and were disappointed. Both dishes were very bland. Service was o.k., a little bit slow. The atmosphere is dark inside. We went on a beautiful warm day, but the outdoor area was not set up. Another disappointment.",29-May-15,30,https://www.tripadvisor.com/ShowUserReviews-g60878-d456412-r275547453-Bahn_Thai_Restaurant-Seattle_Washington.html
"We took advantage of the Happy Hour and had several items -- Texas Size Nachos, quesadilla, black beans queso with chips and salsa. We obviously ordered TOO much to eat! We had considered ordering the Romaine salad, but we're glad we didn't. A customer nearby had the salad and it was huge. Everything was great. Service was very good and quick even though they were packed. Drinks were great also. The atmosphere at this restaurant is elegant, busy, and fun.",26-May-15,40,https://www.tripadvisor.com/ShowUserReviews-g58775-d1069238-r274910337-The_Matador-Tacoma_Washington.html
"Location, location, location. If this dark, drab little place wasn't right by the locks, it would not entice customers like it does. Their sign proclaims ""World Famous Fish and Chips"" or something like that. So we tried the fish and chips -- nothing to write home about. The fries were not fresh and the seasoning on the fish nothing spectacular. The inside is dark, dusty, and crowded. The small bar section was even worse. The view was of the open smoking shed. Awful. Our server was overwhelmed after waiting on a table for 8. Service was poor. Don't be fooled by the sign and the location. There is another fish and chips restaurant within walking distance. Maybe try that one instead.",23-May-15,20,https://www.tripadvisor.com/ShowUserReviews-g60878-d451178-r273998690-Lockspot_Cafe-Seattle_Washington.html
"This small Cuban restaurant is right next door to Anthony's HomePort on Shilshole Marina. We stopped by mid-afternoon for a beer and snack The restaurant is very small inside, but comfortable. There are some tables with umbrellas outside. We had the Tostones and tried the roast pork. Both were excellent. The restaurant serves Cuban sandwiches and entrees, plus Cuban coffees. Next time we're in the area we'll stop by for a Cortadito and piece of flan. The staff was very friendly and personable. We'll be back!",23-May-15,40,https://www.tripadvisor.com/ShowUserReviews-g60878-d4829333-r273999585-Geo_s_Cuban_Bar_Grill-Seattle_Washington.html
"Whenever we have visitors to Seattle, we take them to the Locks.  Here you can watch ships travel from fresh to salt water and vice versa.  The actual lowering and raising of the water in the locks and the team work of the workers is a wonderful sight to see.  However, the best part of the visit is to see the salmon ladder.  These majestic fish are on their way to spawn in rivers and creeks around Lake Wshington and they can viewed through special windows.",23-May-15,50,https://www.tripadvisor.com/ShowUserReviews-g60878-d319153-r274001954-Hiram_M_Chittenden_Locks-Seattle_Washington.html
"This was our first time at this restaurant. We were looking for a place to have an early dinner, there was an empty parking spot right in front, so we decided to go for it. The décor is comfortable, cozy and elegant. We specially liked the rows of windows with comfortable cushion and pillows. There is a nice small outdoor area and a small bar space inside. It was mid-week and relatively early for dinner, so the restaurant was empty except for another table with two people. We ordered wine and the server, who was doing hosting, busing, serving, and apparently, bartending as well, took a really long time to bring it over. He seemed to be training a new employee while we sat there waiting. We started with the house made foccocia. It was very good. For dinner, we had the rigatoni with marinara and the spaghetti casio e pepe. The rigatoni was very good but not outstanding. The spaghetti was o.k. but was very unappetizing looking. The cheese on top of the dishes was shaved too thin. We would have preferred thicker slices. For dessert, we had a very good creamy dish with rhubarb. Again, very good, but not excellent. Good dinner, but not memorable.",14-May-15,40,https://www.tripadvisor.com/ShowUserReviews-g60878-d3826404-r271980020-Agrodolce-Seattle_Washington.html
"Don Juan's Mexican Kitchen is on a corner of a parking lot. Even though the location has no views and is not in a fancy spot, I can't give this restaurant anything less than 5 stars! The food is the best Mexican food in the area; no doubt about it. We went between lunch and dinner and sat outside to enjoy the gorgeous warm day. The servers were friendly and informative. Out came a large basket of house-made tortilla chips. They were thicker than store-bought chips and much, much better. The server also brought out a variety of house-made salsas and explained each. For the meal, I had the street tacos with carnitas. Everything was very, very good, from the beans, to the rice, to the slow-cooked pork in the tacos. My husband, who always orders Chile Rellenos in Mexican restaurants, declared this to be the best ever! To be clear, this is not a restaurant where you are going to order a big platter combination covered in sauce and cheese. We finished our meal with absolutely the best flan we have ever had (and we're Hispanic, so we are very familiar with flan). We heard and read other reviews about how busy this restaurant gets, which is understandable. If you can, go at an in-between time like we did. Service was excellent and we didn't have to wait for a table. We'll definitely make the drive from Olympia again to enjoy this gem!",08-May-15,50,https://www.tripadvisor.com/ShowUserReviews-g58779-d3625828-r270841352-Don_Juan_s_Mexican_KItchen-Tenino_Washington.html
"This was our first time at Peppers at this location. First impressions of the restaurant are that it's nicely decorated with a Mexican theme and it's larger than it looks from outside. We went after the Procession of the Species and the restaurant was very busy, but there was no waiting. Our waitress was awful. She was unfriendly and hurried. We had to request water, refills on chips, and after waiting and waiting, I finally got up, walked into the bar, and asked for a refill on my soda. At one point, we asked for a wet towel to wipe spilled salsa on out table and the waitress threw several napkins on the table and walked away without saying a word. The food was o.k., not outstanding. I would have liked to order sour cream to improve the rice and black beans burrito, but the waitress never came around to ask how things were. Granted, we understand how a busy evening can be stressful, but this is a perfect example of how a bad waitperson can influence the dining experience negatively. We probably won't be back.",27-Apr-15,30,https://www.tripadvisor.com/ShowUserReviews-g58653-d1517016-r268326583-Peppers_Mexican_Restaurant-Olympia_Washington.html
"Pomodoro is in the quaint Proctor district of Tacoma. It has the feel of a friendly local restaurant where one could easily become a regular. The decor is very nice, and the cooking odors delicious! We went on a Sunday early evening and were greeted immediately and seated right away. We had the Smoked Salmon Penne and the Prawns with Fettuccini. The entrees came with a choice of soup or salad. Portions on both the salads and the dinners were large. Everything was delicious and prices are very reasonable! The restaurant uses a lot of garlic, so you better like garlic because both entrees and salads had heavy garlic flavor! Service was friendly and attentive. We were very happy with everything but have a couple of small complaints: the bread which came with dinner was neither warm nor fresh; and the restaurant uses paper napkins which isn't very elegant. Otherwise, all great.",20-Apr-15,40,https://www.tripadvisor.com/ShowUserReviews-g58775-d464107-r266931870-Pomodoro-Tacoma_Washington.html
"We stopped for Sunday dinner. We took one look at the restaurant and bar, turned around and left. The place is dark like a tavern and super loud. There were TVs blasting everywhere. No thanks!",14-Apr-15,10,https://www.tripadvisor.com/ShowUserReviews-g58653-d4335179-r265685981-Buffalo_Wild_Wings-Olympia_Washington.html
"This was our first time there. The restaurant doesn't impressed from the outside. It's off busy Harrison Ave on Olympia's west side, set amongst strip mall establishments. We stopped for dinner early on a Sunday evening. The restaurant was pretty empty and quiet. First impressions of the décor: very good -- cozy, close-by tables and booths, dark wood details, and a look reminiscent of an nice established restaurant. (The only décor suggestions we would have is to get rid of the grandma lace curtains). Service was very friendly and quick. The food was delicious. We had the Coconut Curry and the Drunken Sailor, both excellent. Prices were on the higher end. For the price, it would have been nice to have had a bread basket and/or small salad come with the meal. We tried the Bitter Rabbit beer and it also was good. We peeked in the bar and it looked like a nice small place to stop for a beer and food. It's out of the way for us but we'll be back.",14-Apr-15,40,https://www.tripadvisor.com/ShowUserReviews-g58653-d805111-r265691111-The_Iron_Rabbit_Restaurant_and_Bar-Olympia_Washington.html
"From the outside, this coffee shop appears small. Step inside though and be surprised. The décor and vibe are great. It's friendly, fast-paced, and everything delicious. They were very busy, but service was fast, attentive, and there was plenty of seating inside and out. They sell coffees, pastries, breakfast, burgers, beer, etc. We shared the Havana Panini. It was similar to a sandwich Cubano, but spicy. It was very good. We also had the lemon brioche. Delicious as well! And great coffee. We'll be back next time we're in the area.",29-Mar-15,50,https://www.tripadvisor.com/ShowUserReviews-g58557-d666597-r262470484-Useless_Bay_Coffee_Company-Langley_Whidbey_Island_Washington.html
"Toby's has that old-timers' tavern look and feel. Bar with stools, booths along the perimeters, and an old pool table in the middle. We stopped for a cold beer in the afternoon. We can't review the food because we didn't have any. The waitress was neither friendly nor unfriendly. They feature Toby's Parrot Red Ale which we tried and it was o.k. Funky décor and a view of Penn Cove.",29-Mar-15,30,https://www.tripadvisor.com/ShowUserReviews-g60794-d846324-r262472651-Toby_s_Tavern-Coupeville_Whidbey_Island_Washington.html
"We specifically wanted to have dinner at the Oyster and Thistle based on the raves from Tripadvisor. We didn't have reservations, and the dining room was full, so we took a booth in the small bar. The bartender was very busy filling large drink orders, so we sat unacknowledged for about 10 - 15 minutes. The bartender then took our order for drinks and another 15 minutes or so passed. When we asked where our drinks were, he had forgotten all about our order! For dinner we shared a Caesar salad and had the Puttanesca and Pub Burger. The food was unexceptional and lacking in flavor. We had to request salt and Ketchup. Since the bartender was doing double duty as our server, we were pretty much ignored the rest of the time. A special occasion at a recommended restaurant was ruined by crappy service. We won't be back.",29-Mar-15,20,https://www.tripadvisor.com/ShowUserReviews-g58545-d6547335-r262522932-The_Oyster_Thistle_Restaurant_and_Pub-La_Conner_Washington.html
"We stopped by for a beer and enjoyed Happy Hour. The Happy Hour menu is large and the deals are great. In addition, there was a dinner special of any hamburger, fries, and salad for $8. The atmosphere is very nice and cozy. There is outdoor seating with a view. Service was very prompt and pleasant. The only drawback I can see is that you have to go up a big steep staircase to reach the restaurant. It didn't look like there was an elevator available. The regular menu was large and everything sounded very appetizing. We'll be back for dinner.",23-Mar-15,40,https://www.tripadvisor.com/ShowUserReviews-g58766-d2659038-r261364845-Topside_Bar_and_Grill-Steilacoom_Washington.html
"We hadn't been back to the Waterstreet Café for several years due to a negative experience (tab too high for what we got in food and service). However, this time things were much better. Last time there was no Hostess present and we had to wait until the Host finished filling water glasses, etc. to be seated. This time, we were acknowledged right away. The restaurant's atmosphere is elegant and the wall which was removed to expose the kitchen and let more light in is a big improvement. I had the Fried Polenta which was very good but would have been better with something else instead of the toasted kale - spinach maybe? My husband had the halibut and it was excellent. Service was good, but we had to request bread which was irritating. This is one of the ""fanciest"" restaurants in Olympia. They really need to step it up and act like it. Customers should get ice water, bread with olive oil and balsamic vinegar, and excellent service each and every time. Diners should be offered dessert and coffee at the end of their meal. There is an outdoor area for nice for warm days, but it could use a good facelift. The location and vibe of this place is good, it just needs some small improvements to make it great.",23-Mar-15,40,https://www.tripadvisor.com/ShowUserReviews-g58653-d1382924-r261367855-Waterstreet_Cafe_and_Bar-Olympia_Washington.html
"Tucked into a little side street off Lake City Way, Mojito is easy to miss. It's a colorful, small building with just the right informal Latin America look. We had the Lechon Asado and Pescado Mojito. The marinated pork was excellent, as was the fish. Service was friendly and very good. The seating inside is cozy and comfortable, and there is outside seating for nice days. If you hunger for Caribbean and Latin America food and drinks, stop there and enjoy. Remember, this is NOT Mexican food.",12-Mar-15,40,https://www.tripadvisor.com/ShowUserReviews-g60878-d433024-r259114899-Mojito-Seattle_Washington.html
"From the outside, the Sushi House is unassuming, and it's easy to miss if you don't know it's there. We went for dinner on the recommendation of my brother and his wife who recently moved to Black Lake and found this treasure. The inside décor is impressive and I think, the best Japanese-styled restaurant in Olympia. Service was efficient and very pleasant. We had several sushi rolls and a Bento Box, green tea and beer. The sushi was very good and there was plenty of food. If you love sushi this is a great restaurant to go with friends. It has a comfortable authentic feel. Highly recommend.",08-Mar-15,50,https://www.tripadvisor.com/ShowUserReviews-g58653-d2322924-r258415226-Sushi_House-Olympia_Washington.html
"This is an informal restaurant, more like a diner. We went for lunch and it was packed. Service was efficient. The food presentation was good and everything was very tasty. This is a great place for lunch if you don't want to hassle with parking downtown. We'll go again.",05-Mar-15,40,https://www.tripadvisor.com/ShowUserReviews-g58653-d4107074-r257879663-5th_on_4th_and_Much_More-Olympia_Washington.html
We enjoyed every part of this adventure! The gondola ride is smooth and modern with a breathtaking view of the Howe Sound! The resturant and gift shop has a lovely woodsy feel that fits perfectly into its environment .  The pathways are wide and safe with a comfortable rate of incline for all ages and abilities. From stroller to wheelchair all will enjoy this adventure! Beautifully sensitive to the environments wit minimal disruption. If your fit and adventurous enough you can take the walk up or down that switchblades back and fourth below the gondolas path but watch out for bears they also like this mountain side!,22-Feb-15,50,https://www.tripadvisor.com/ShowUserReviews-g181771-d6025377-r255877588-Sea_to_Sky_Gondola-Squamish_British_Columbia.html
"Here's our experience: We arrived at the steps to be greeted by a Hostess (curly hair, young woman). We asked if there was seating inside and she just stared at us, turned around, and went inside. The stranger behind us, also waiting, said, ""I hope we don't get the same response"". She sat us outside, and we couldn't help but watch as she inefficiently left her station each and every time a new group came to be seated. She walked off for several minutes to go check for tables each and every time (don't they have a seating chart?). We saw lots of people get frustrated and leave. So on to the food: We had the chicken pot pie and the macaroni and cheese. Both were single servings (small) but the prices were outrageous! The tiny, several bites chicken pot pie was $18! Even half of that would have seemed high. Then service: One waitress took our order; another person delivered our food; and we never saw our waitress again. She didn't check on us, get us refills of the drinks, or anything. We finally had to flag down another server to get our bill. Disappointing and annoying time. And, by the way, the food was not that good.",22-Feb-15,20,https://www.tripadvisor.com/ShowUserReviews-g154948-d6929487-r255880783-Beacon_Pub_Eatery-Whistler_British_Columbia.html
"We were looking forward to going to The Mexican Corner based on the Trip Advisor reviews. The restaurant is up a big flight of stairs above the Beaver Tails kiosk. The space is fairly small, crowded, and loud. However, the art on the walls is amazing. We arrived and were told there was a 1 hour wait and to go next door for drinks as there is no space for people to wait. The restaurant has a tiny bar with 6 seats, so waiting at the bar was not an option. We walked next door and within 10 minutes we got a text indicating our table was ready (we had to down our drinks quickly which was a waste!). The food is authentic Mexican with a gourmet bent. This is not the typical Mexican restaurant with the never empty basket of chips and salsa, and the large platters of cheese covered food. I had the fish tacos, black refried beans, and a mango margarita. My husband had the pulled chicken quesadilla. We weren't wowed by the taste of the food. The chicken had a burnt/smoky taste. The mango margarita wasn't that good, the refried beans lacked salt, and there was nothing really tasty in the fish tacos. This place is expensive for Mexican food. Service was good. But based on the food which we weren't thrilled about, we will not be back.",19-Feb-15,30,https://www.tripadvisor.com/ShowUserReviews-g154948-d3340277-r255295611-The_Mexican_Corner_Restaurant-Whistler_British_Columbia.html
It's by far the best way to quickly get from Blackcomb to Whistler mountains but try to pick a clear day for best views.  The gondola cars are enormous so there never seemed to be a wait at all.,19-Feb-15,50,https://www.tripadvisor.com/ShowUserReviews-g154948-d1549388-r255297820-Peak_2_Peak_Gondola-Whistler_British_Columbia.html
"Milestones Grill & Bar is situated right at the base of the Blackcomb lifts. We had afternoon snacks and drinks while seated outside in the sun enjoying the view and watching the skiers. We ordered the baked goat cheese with garlic and jams, with flatbread. It was delicious. That, and a couple of beers, and we had a great break. Service was good.",19-Feb-15,40,https://www.tripadvisor.com/ShowUserReviews-g154948-d2068179-r255299151-Milestones-Whistler_British_Columbia.html
"Hungry for lunch, we stopped at this tiny pizza-by-the-slice restaurant. The pizza is made to order and it was very good. The restaurant is very small, but comfortable. In addition to pizza, they also have a lot of Indian dishes. We'll have to try those next time.",19-Feb-15,40,https://www.tripadvisor.com/ShowUserReviews-g181771-d5614882-r255299915-Pizzalicious-Squamish_British_Columbia.html
"
                  ",19-Feb-15,40,https://www.tripadvisor.com/ShowUserReviews-g154948-d975121-r255302636-Whistler_Blackcomb_bubly_Tube_Park-Whistler_British_Columbia.html
"This Museum is an awesome place to tour.  Going underground for that portion of the tour was a blast,  including a small train ride.   The Mill building is impressive , as are other artifacts and buildings around the site filled with displays.    Not all that far from Vancouver,  with a nice view of Howe Sound in parts.  Food selection was very-limited as it was February,  slow tourist season.",18-Feb-15,50,https://www.tripadvisor.com/ShowUserReviews-g678581-d1094435-r255119828-Britannia_Mine_Museum-Britannia_Beach_British_Columbia.html
"Soup or salad, bread, pasta, ice cream. Tasty, but nothing outstanding. We tried to make reservations but were told on the phone that the only reservations available were at 8:30pm. So instead, we tried our luck, walked in and they sat us right away at 5:30pm. So, we're not sure what the ""reservations"" issue was. The restaurant wasn't full and there was no waiting list. Service was a little slow. Refills on bread and drinks were offered. Décor is ""old-fashioned"" dining room look. This is a great spot if you've got a family of kids to feed.",18-Feb-15,30,https://www.tripadvisor.com/ShowUserReviews-g154948-d707469-r255122022-Old_Spaghetti_Factory-Whistler_British_Columbia.html
"
                  ",18-Feb-15,30,https://www.tripadvisor.com/ShowUserReviews-g154948-d7311104-r255123928-Village_8_Cinema-Whistler_British_Columbia.html
"
                  ",31-Jan-15,40,https://www.tripadvisor.com/ShowUserReviews-g58775-d10493271-r251947382-Odd_Otter_Brewing_Company-Tacoma_Washington.html
"We live in Olympia and had been to the Powerhouse years ago. We stopped there today for a very late lunch / very early dinner. Parking was fine as there weren't many people there. The décor is great and very well done - interesting collection of power house items tastefully incorporated into an upscale look. The beer selection is pretty good. We had the French Dip with fries, and the fish tacos. Both were excellent. The only negative comment we have is that the wait for the food seemed long, and the waitress was not particularly welcoming or friendly. Maybe it was just an off day for the staff, or the time of day. We'll go again for the food and atmosphere.",26-Jan-15,40,https://www.tripadvisor.com/ShowUserReviews-g58693-d904998-r251183961-Powerhouse_Restaurant_Brewery-Puyallup_Washington.html
"We went to Little Jerry's for breakfast based on the excellent reviews by others. We were not impressed. The restaurant is small, long and narrow. There is Seinfeld memorabilia on the walls; the menu items are named for episodes; and the TV is on Seinfeld re-runs. Service was slow. The waitress was on her phone texting or visiting with a customer/friend for a lot of the time. It took a while to get our food. We and another customer nearby had to ask for water; he for coffee. And speaking of the coffee - it was awful. We asked the waitress what it was and she said Folgers. Why in heaven's name would a NW restaurant serve Folgers??? It was brewed strong and undrinkable. When our food finally arrived, it was lukewarm. The only positive thing I have to say is that prices were reasonable.",17-Jan-15,30,https://www.tripadvisor.com/ShowUserReviews-g58775-d4134394-r249722125-Little_Jerry_s-Tacoma_Washington.html
"
                  ",17-Jan-15,50,https://www.tripadvisor.com/ShowUserReviews-g58775-d3203900-r249725037-LeMay_America_s_Car_Museum-Tacoma_Washington.html
"This was our first visit to the Cooper Point Public House. First impressions - bad décor. The booths are cheap stained plywood and the other seats look like they were acquired second-hand. The bar is small and equally without character and there aren't many beers on tap compared to other local pubs. However, having said that, the food was fantastic! We loved everything we ordered: goat cheese and spinach dip in a sourdough bread bowl, chicken Caesar salad, fish and chips, and cold beer. Service was pretty good and the waitress was friendly. There was a bit of confusion with the menus. We got two with different prices. When we pointed it out to the waitress she said one was an old one. Also, the beer list on the menu was not current. We had a coupon from Restaurant.com and that is the reason we went there to eat. However, the waitress said she couldn't accept it because we had ordered from the Happy Hour menu, rather than the regular priced menu. The coupon did not indicate anything about that, so that was disappointing. It just said you had to spend $20 which we did. We'll be back for the food, but we hope the owners think about redecorating and making their pub a bit nicer.",17-Jan-15,40,https://www.tripadvisor.com/ShowUserReviews-g58653-d6609500-r249733893-Cooper_Point_Public_House-Olympia_Washington.html
"I have stayed here at the La Quinta a total of 3 times and I will never be back again.  My first two stays were not bad.  Clean rooms, cold pool.  This time we stayed 01/01/2015-01/03/2015.  We came over to visit our grandson and actually brought him back with us to stay in the room.  Upon checking in to our room, we noticed that the door to our room was open, there were housekeepers in the next room and they could here us talking, they advised us that the room had been clean but that they were waiting to deliver towels to our room and we probably shouldn't have been checked in.  We checked in at about 3:30 or so.  My husband was playing on the floor of this ""newly"" cleaned room when he noticed there were empty cans of beer under the bed which he just picked up and put into the garbage.  Okay, I guess we can overlook this.  Next day we come back from town and turn on the television, the television worked for a short time and than we were unable to get any service, I contacted the front desk and the young man at the front desk came to our room and explained that the housekeepers clean the room so good that they move the television stand and so cords could have come unconnected.  I chuckled because when we came back from town, the bed had been made, the room not vacuumed and there was a piece of plastic next to the garbage that we once placed in the garbage the previous day.  The young man left and a few minutes later the television died, I contacted the front desk and he advised me to jiggle the wires.  We jiggled the wires and nothing happened, I asked if there was a cable outage, the young man at the front desk said no but we could move rooms.  So I packed up everything and moved our rooms, the television worked in the room for a short time and then it also died.  My husband went up to the front desk and the young man advised us that cable in Wenatchee was out and they were working on it.  Needless to say, I was very upset because we had to move rooms when they should have checked on the cable problem first before moving our rooms.  ",10-Jan-15,30,https://www.tripadvisor.com/ShowUserReviews-g58820-d110950-r248648508-La_Quinta_Inn_Suites_by_Wyndham_Wenatchee-Wenatchee_Washington.html
"Went here to celebrate a birthday. We had a lot of fun. After watching a training video everyone get to do a one minute flight. And then the second time a two minute flight. Additional time can be bought. It was very exhilarating and our instructor Willo was very knowledgeable, friendly, and helpful. One thing I did not expect was how sore my shoulders and arms would be the next day! It is a lil pricey but we will probably try it again!",03-Jan-15,50,https://www.tripadvisor.com/ShowUserReviews-g58791-d3291168-r247261209-IFLY_Indoor_Skydiving_Seattle-Tukwila_Washington.html
"
                  ",22-Dec-14,50,https://www.tripadvisor.com/ShowUserReviews-g58560-d631029-r245516656-Nutcracker_Museum-Leavenworth_Washington.html
"
                  ",22-Dec-14,20,https://www.tripadvisor.com/ShowUserReviews-g58560-d1237249-r245518787-Icicle_Outfitters_Winter_Sleigh_Ride-Leavenworth_Washington.html
The buffet is poor compared to similar pizza buffets. Not a lot of choices and so-so food. Some of the serving dishes were empty and did not refilled. This is just a basic place to eat. There is a noisy game area next to the dining room.,22-Dec-14,20,https://www.tripadvisor.com/ShowUserReviews-g58820-d412096-r245522736-Godfather_s_Pizza-Wenatchee_Washington.html
"We enjoyed seeing the tour and tasting lots of candies.  Bought a few too! A must to see if you are in Cashmere, a neat little town!!",22-Dec-14,30,https://www.tripadvisor.com/ShowUserReviews-g58388-d781313-r245524446-Aplets_Cotlets_Candy_Kitchen_Country_Store-Cashmere_Washington.html
We stopped to grab a bite during Happy Hour. The restaurant is nice and large. The Happy Hour menu has $1 items with the purchase of a drink - even a soda. Service was not good though. We sat at a booth that had the last patron's payment on it the entire time we were there. It was never picked up. Chips and salsa arrived right away but our food took a while. We also were never offered extra chips even though our basket was empty. Our waitress just didn't seem to be particularly friendly or prompt.,08-Dec-14,30,https://www.tripadvisor.com/ShowUserReviews-g58693-d5014761-r243520259-El_Toro_Mexican_Restaurant-Puyallup_Washington.html
"Bahama Breeze's restaurant and bar architecture and décor is reminiscent of Key West, FL. The staff is very welcoming and friendly - from opening the door for customers to being professional and prompt. We ate in the bar where it was cozy warm from the outdoor heaters. There was live music playing - very pleasant. The menu has many Cuban specialties, and well as other Caribbean and Latin America dishes. We had a side of Tostones, a bowl of black bean soup, the rice and fish dish, and finished up with a huge slice of key lime pie. All was delicious. Relaxing, delicious food and drinks, great staff - what's not to like?",24-Nov-14,40,https://www.tripadvisor.com/ShowUserReviews-g58791-d432525-r241282461-Bahama_Breeze-Tukwila_Washington.html
"We stopped for breakfast on a Sunday morning. The Holiday Bazaar was going on nearby and church was probably just getting out, so we there were several groups waiting for tables in the tiny entry. We had about a 15 minute wait. Breakfast was great and portions huge. Service was very good even though they were very busy. The kids were amused at the décor and with all the real rusty tractors outside. This is a great place to stop on the way to the beach. Good home style cooking and small-town attitude. We'll stop by again.",24-Nov-14,40,https://www.tripadvisor.com/ShowUserReviews-g58457-d511042-r241283665-Rusty_Tractor-Elma_Washington.html
"We stopped for lunch on a Saturday. The restaurant and bar were relatively busy. Service was very bad. We sat and sat and nobody greeted us or came by. We noticed there didn't seem to be too many wait staff. When the young woman finally came, there was little warmth or charm to her demeanor. The place is big and the décor is very nice. It has some church-like windows, and stained glass. There are a lot of flat screen TVs. We sat in the bar area near the shuffleboard tables which were being played by kids. They were not carrying on a real shuffleboard game, just playing with the equipment. They were noisy and just goofing around, so that was distracting. After the waitress finally showed up and took our order, the food came out surprisingly fast. I had the tomato soup and grilled cheese sandwich and both were delicious! My husband had the burger and he said it was good - nothing outstanding. The burger with no fries was $8 which seems a little high. I would return for the food. But I hope management encourages staff to be more upbeat and friendly - and puts a stop to kids running around playing with the shuffleboard equipment.",23-Nov-14,40,https://www.tripadvisor.com/ShowUserReviews-g58349-d7200341-r241182538-Tavern_Hall-Bellevue_Washington.html
"We stopped by during Happy Hour on a Saturday. We preferred to sit in the lounge. However, it was all reserved which surprised us because usually one is not able to reserve space in a bar. So, o.k. we sat in a booth in the dining room. Service was professional and attentive. The Happy Hour menu is not real inexpensive, but one can eat dinner portions for a pretty good price. The food was all very good with the exception of the Pulled Pork Tacos. The pork was a bit dry. We told the waitress, but that's as far as that went as far as we know. We had Fried Oysters, Andouille Mac, Crab Wontons, Fried Rockfish Sandwich, etc. It was all very good. Décor is nice and service was very good.",17-Nov-14,40,https://www.tripadvisor.com/ShowUserReviews-g58653-d4048534-r240286425-Oly_rockfish_grill-Olympia_Washington.html
"Just like everyone else in town, we stopped by the new brew pub in downtown Olympia to check it out. It was packed but we managed to snag a few stools and sit down for a beer. The décor is modern industrial - very nice. We didn't try the food. We will next time. There are two separate areas. The one with the bar has long tables and stools. The other area has tables. It was super noisy in there and it didn't help that the bartender shouts out people's names so they can pick up their beer (We seriously hope they stop that as it is jarring and interrupts any conversation one is having!). It looks like outdoor seating will be available in the future, which will be nice. The beer on tap selection was good - theirs own plus some guest taps. A welcome addition to downtown Olympia.",17-Nov-14,40,https://www.tripadvisor.com/ShowUserReviews-g58653-d7283073-r240292518-Three_Magnets_Brewing_Co-Olympia_Washington.html
"We went for dinner with four adults and two kids. First impression is that the Spar is an awesome place, but not necessarily great for family dinners. The largest table they had for our group of 6 was right next to the pool table in the back. The atmosphere is more of a bar than a restaurant. It's very dark in there. They have a kids' menu and the food was all very good. We had pizzas, fish and chips, and turkey sandwich. The kids had hot dogs and fries. The service, on a busy Friday evening, was very slow. We had to flag down our server to order, get more water, and to get our bill.",15-Nov-14,40,https://www.tripadvisor.com/ShowUserReviews-g58653-d451232-r239936372-McMenamins_Spar_Cafe-Olympia_Washington.html
"This review is for the Happy Hour. We had the $6 Ahi Nachos and it was beyond ridiculous. It was a dinner plate with literally 4 tortilla chips. Four! Sure, they had chopped ahi on top, but we were expecting nachos to share. There was nothing else - no tomatoes, avocados, cheese. Nothing. The $5 Happy Hour burger came with lettuce, tomatoes, pickes, onions, and fries, so that was better. But they need to do better on the nachos. Come on, at least give us more chips. Jeez!",07-Nov-14,20,https://www.tripadvisor.com/ShowUserReviews-g58653-d464217-r238695922-Anthony_s_Homeport_Olympia-Olympia_Washington.html
"
                  ",03-Nov-14,50,https://www.tripadvisor.com/ShowUserReviews-g58775-d2432085-r237899310-Brown_Haley_s_Outlet_Stores-Tacoma_Washington.html
"After visiting the pumpkin farm in the Nisqually Valley, it was time for dinner, so we stopped at Norma's. The restaurant is an old-fashioned diner with menu to match. There are burgers, sandwiches, fries, etc. There is a children's menu with 4 items. The children's items ranged from $5.99 to $7.99 - kind of expensive for a kid's meal. They have many milkshake flavors. We tried the blackberry milkshake and it was o.k., not excellent. The kids had the Oreo milkshakes and they did not like them. Service was o.k.; music from the 1950s and 1960s. It was o.k., wouldn't highly recommend.",14-Oct-14,30,https://www.tripadvisor.com/ShowUserReviews-g58653-d1191799-r234334574-Norma_s_Burger-Olympia_Washington.html
"We were hungry for sushi, so stopped at Happy Teriyaki #4 and ordered the 3 rolls special for $19.95. They were very good. The meal came with complimentary soup and salads to share. Service was excellent. This restaurant is tucked into a small strip mall; the inside décor is typical Asian. After our meal, the waiter brought us a complimentary fried Oreo cookie dessert to try, which was also very good. All was excellent. We'll go again.",11-Oct-14,40,https://www.tripadvisor.com/ShowUserReviews-g58549-d6451385-r233774439-Happy_Teriyaki-Lacey_Washington.html
